salary_id,job_id,med_salary,pay_period,currency,compensation_type
1500,3693067787,150000,YEARLY,USD,BASE_SALARY
1501,3693067855,35,HOURLY,USD,BASE_SALARY
1502,3693067873,77500,YEARLY,USD,BASE_SALARY
1503,3693067875,152300,YEARLY,USD,BASE_SALARY
1505,3693067881,94050,YEARLY,USD,BASE_SALARY
1506,3693067884,58000,YEARLY,USD,BASE_SALARY
1507,3693067891,178100,YEARLY,USD,BASE_SALARY
1508,3693067894,179100,YEARLY,USD,BASE_SALARY
1509,3693067896,203750,YEARLY,USD,BASE_SALARY
1510,3693067903,109850,YEARLY,USD,BASE_SALARY
1511,3693067905,138750,YEARLY,USD,BASE_SALARY
1512,3693067916,164100,YEARLY,USD,BASE_SALARY
1513,3693067923,112500,YEARLY,USD,BASE_SALARY
1514,3693067929,82,YEARLY,USD,BASE_SALARY
1515,3693067989,120000,YEARLY,USD,BASE_SALARY
1516,3693068011,40000,YEARLY,USD,BASE_SALARY
1517,3693068015,13,HOURLY,USD,BASE_SALARY
1518,3693068043,77500,YEARLY,USD,BASE_SALARY
1519,3693068044,175000,YEARLY,USD,BASE_SALARY
1520,3693068058,47,YEARLY,USD,BASE_SALARY
1521,3693068061,21,HOURLY,USD,BASE_SALARY
1522,3693068064,15,HOURLY,USD,BASE_SALARY
1523,3693068066,71600,YEARLY,USD,BASE_SALARY
1524,3693068070,72,HOURLY,USD,BASE_SALARY
1525,3693068077,40000,YEARLY,USD,BASE_SALARY
1526,3693068078,22,HOURLY,USD,BASE_SALARY
1527,3693068083,65000,YEARLY,USD,BASE_SALARY
1528,3693068084,45,HOURLY,USD,BASE_SALARY
1529,3693068085,57500,YEARLY,USD,BASE_SALARY
1530,3693068087,150000,YEARLY,USD,BASE_SALARY
1531,3693068088,57500,YEARLY,USD,BASE_SALARY
1532,3693068092,57500,YEARLY,USD,BASE_SALARY
1533,3693068096,50000,YEARLY,USD,BASE_SALARY
1534,3693068097,57500,YEARLY,USD,BASE_SALARY
1535,3693068100,57500,YEARLY,USD,BASE_SALARY
1536,3693068110,83700,YEARLY,USD,BASE_SALARY
1537,3693068155,103500,YEARLY,USD,BASE_SALARY
1538,3693068186,12,HOURLY,USD,BASE_SALARY
1539,3693068226,35,HOURLY,USD,BASE_SALARY
1540,3693068230,100000,YEARLY,USD,BASE_SALARY
1541,3693068259,16,HOURLY,USD,BASE_SALARY
1542,3693068264,76500,YEARLY,USD,BASE_SALARY
1543,3693068274,46,HOURLY,USD,BASE_SALARY
1544,3693068277,107200,YEARLY,USD,BASE_SALARY
1545,3693068280,45,HOURLY,USD,BASE_SALARY
1546,3693068281,45,HOURLY,USD,BASE_SALARY
1547,3693068289,220000,YEARLY,USD,BASE_SALARY
1548,3693068291,28,HOURLY,USD,BASE_SALARY
1549,3693068292,22,HOURLY,USD,BASE_SALARY
1550,3693068294,45000,YEARLY,USD,BASE_SALARY
1551,3693068296,7525,MONTHLY,USD,BASE_SALARY
1552,3693068317,64,HOURLY,USD,BASE_SALARY
1553,3693068320,105000,YEARLY,USD,BASE_SALARY
1554,3693068324,42,HOURLY,USD,BASE_SALARY
1555,3693068391,95000,YEARLY,USD,BASE_SALARY
1556,3693068415,135245,YEARLY,USD,BASE_SALARY
1557,3693068421,85000,YEARLY,USD,BASE_SALARY
1558,3693068422,20,HOURLY,USD,BASE_SALARY
1559,3693068429,224000,YEARLY,USD,BASE_SALARY
1560,3693068434,152500,YEARLY,USD,BASE_SALARY
1561,3693068437,48000,YEARLY,USD,BASE_SALARY
1562,3693068443,110000,YEARLY,USD,BASE_SALARY
1563,3693068444,101050,YEARLY,USD,BASE_SALARY
1564,3693068447,3400,MONTHLY,USD,BASE_SALARY
1565,3693068458,133450,YEARLY,USD,BASE_SALARY
1566,3693068467,200950,YEARLY,USD,BASE_SALARY
1567,3693068469,164100,YEARLY,USD,BASE_SALARY
1568,3693068479,16,HOURLY,USD,BASE_SALARY
1569,3693068495,117500,YEARLY,USD,BASE_SALARY
1570,3693068498,62,HOURLY,USD,BASE_SALARY
1571,3693068553,87278,YEARLY,USD,BASE_SALARY
1572,3693068564,45,HOURLY,USD,BASE_SALARY
1573,3693068604,57500,YEARLY,USD,BASE_SALARY
1574,3693068615,143300,YEARLY,USD,BASE_SALARY
1575,3693068653,72500,YEARLY,USD,BASE_SALARY
1576,3693068675,165000,YEARLY,USD,BASE_SALARY
1577,3693068683,40,HOURLY,USD,BASE_SALARY
1578,3693068692,125000,YEARLY,USD,BASE_SALARY
1579,3693068708,170000,YEARLY,USD,BASE_SALARY
1580,3693068713,31,HOURLY,USD,BASE_SALARY
1581,3693068724,222500,YEARLY,USD,BASE_SALARY
1582,3693068735,38,HOURLY,USD,BASE_SALARY
1583,3693068753,70000,YEARLY,USD,BASE_SALARY
1584,3693068757,80000,YEARLY,USD,BASE_SALARY
1585,3693068763,65000,YEARLY,USD,BASE_SALARY
1586,3693068802,31,HOURLY,USD,BASE_SALARY
1587,3693068805,21,HOURLY,USD,BASE_SALARY
1588,3693068806,39000,YEARLY,USD,BASE_SALARY
1589,3693068811,70000,YEARLY,USD,BASE_SALARY
1590,3693068822,44000,YEARLY,USD,BASE_SALARY
1591,3693068836,24,HOURLY,USD,BASE_SALARY
1592,3693068917,20,HOURLY,USD,BASE_SALARY
1593,3693068926,130000,YEARLY,USD,BASE_SALARY
1594,3693068928,100000,YEARLY,USD,BASE_SALARY
1595,3693068946,30,HOURLY,USD,BASE_SALARY
1596,3693068950,60000,YEARLY,USD,BASE_SALARY
1597,3693068958,80000,YEARLY,USD,BASE_SALARY
1598,3693068966,48,HOURLY,USD,BASE_SALARY
1599,3693068972,61000,YEARLY,USD,BASE_SALARY
1601,3693068984,28,HOURLY,USD,BASE_SALARY
1602,3693069005,38,HOURLY,USD,BASE_SALARY
1603,3693069014,50,HOURLY,USD,BASE_SALARY
1604,3693069027,50000,YEARLY,USD,BASE_SALARY
1605,3693069042,57500,YEARLY,USD,BASE_SALARY
1606,3693069048,57500,YEARLY,USD,BASE_SALARY
1607,3693069050,57500,YEARLY,USD,BASE_SALARY
1608,3693069051,57500,YEARLY,USD,BASE_SALARY
1609,3693069053,51000,YEARLY,USD,BASE_SALARY
1610,3693069057,57500,YEARLY,USD,BASE_SALARY
1611,3693069077,80000,YEARLY,USD,BASE_SALARY
1612,3693069115,69,HOURLY,USD,BASE_SALARY
1613,3693069134,117500,YEARLY,USD,BASE_SALARY
1614,3693069157,18,HOURLY,USD,BASE_SALARY
1615,3657070723,275000,YEARLY,USD,BASE_SALARY
1616,3693069179,82,HOURLY,USD,BASE_SALARY
1617,3693069183,152500,YEARLY,USD,BASE_SALARY
1618,3693069196,90000,YEARLY,USD,BASE_SALARY
1619,3693069209,195451,YEARLY,USD,BASE_SALARY
1620,3693069210,107500,YEARLY,USD,BASE_SALARY
1621,3693069225,122500,YEARLY,USD,BASE_SALARY
1622,3693069226,70000,YEARLY,USD,BASE_SALARY
1623,3693069229,45,HOURLY,USD,BASE_SALARY
1624,3693069233,45,HOURLY,USD,BASE_SALARY
1625,3693069241,70000,YEARLY,USD,BASE_SALARY
1626,3693069261,47,HOURLY,USD,BASE_SALARY
1627,3693069263,110300,YEARLY,USD,BASE_SALARY
1628,3693069270,50000,YEARLY,USD,BASE_SALARY
1629,3693069278,65000,YEARLY,USD,BASE_SALARY
1630,3693069313,63210,YEARLY,USD,BASE_SALARY
1631,3693069343,144550,YEARLY,USD,BASE_SALARY
1632,3693069354,38,HOURLY,USD,BASE_SALARY
1633,3693069378,112500,YEARLY,USD,BASE_SALARY
1634,3693069379,21,HOURLY,USD,BASE_SALARY
1635,3693069384,178100,YEARLY,USD,BASE_SALARY
1636,3693069386,80700,YEARLY,USD,BASE_SALARY
1637,3693069404,47,HOURLY,USD,BASE_SALARY
1638,3693069417,29,HOURLY,USD,BASE_SALARY
1639,3693069460,87278,YEARLY,USD,BASE_SALARY
1640,3693069465,110000,YEARLY,USD,BASE_SALARY
1641,3693069528,47,HOURLY,USD,BASE_SALARY
1642,3693069538,52,HOURLY,USD,BASE_SALARY
1643,3693069558,57500,YEARLY,USD,BASE_SALARY
1644,3693069561,123500,YEARLY,USD,BASE_SALARY
1645,3693069563,75000,YEARLY,USD,BASE_SALARY
1646,3693069585,50,HOURLY,USD,BASE_SALARY
1647,3693069586,21,HOURLY,USD,BASE_SALARY
1648,3693069593,150000,YEARLY,USD,BASE_SALARY
1649,3693069600,102500,YEARLY,USD,BASE_SALARY
1650,3693069601,145000,YEARLY,USD,BASE_SALARY
1651,3693069618,270890,YEARLY,USD,BASE_SALARY
1652,3693069624,125000,YEARLY,USD,BASE_SALARY
1653,3693069638,125000,YEARLY,USD,BASE_SALARY
1654,3693069660,100000,YEARLY,USD,BASE_SALARY
1655,3693069667,117500,YEARLY,USD,BASE_SALARY
1656,3693069679,23,HOURLY,USD,BASE_SALARY
1657,3693069700,167500,YEARLY,USD,BASE_SALARY
1658,3693069710,120000,YEARLY,USD,BASE_SALARY
1659,3693069718,170547,YEARLY,USD,BASE_SALARY
1660,3693069795,34,HOURLY,USD,BASE_SALARY
1661,3693069823,21,HOURLY,USD,BASE_SALARY
1662,3693069836,19,HOURLY,USD,BASE_SALARY
1663,3693069850,60000,YEARLY,USD,BASE_SALARY
1664,3693069852,32,HOURLY,USD,BASE_SALARY
1665,3693069857,30,HOURLY,USD,BASE_SALARY
1666,3693069870,95000,YEARLY,USD,BASE_SALARY
1667,3693069882,77500,YEARLY,USD,BASE_SALARY
1668,3693069899,73000,YEARLY,USD,BASE_SALARY
1669,3693070008,115000,YEARLY,USD,BASE_SALARY
1670,3693070013,18,HOURLY,USD,BASE_SALARY
1671,3693070021,31,HOURLY,USD,BASE_SALARY
1672,3693070028,57500,YEARLY,USD,BASE_SALARY
1673,3693070032,82500,YEARLY,USD,BASE_SALARY
1674,3693070037,57500,YEARLY,USD,BASE_SALARY
1675,3693070038,57500,YEARLY,USD,BASE_SALARY
1676,3693070056,67300,YEARLY,USD,BASE_SALARY
1677,3693070122,90000,YEARLY,USD,BASE_SALARY
1678,3693070132,13,HOURLY,USD,BASE_SALARY
1679,3693070141,125000,YEARLY,USD,BASE_SALARY
1680,3693070159,18,HOURLY,USD,BASE_SALARY
1681,3693070175,27,HOURLY,USD,BASE_SALARY
1682,3693070188,41500,YEARLY,USD,BASE_SALARY
1683,3693070192,182500,YEARLY,USD,BASE_SALARY
1684,3693070205,76500,YEARLY,USD,BASE_SALARY
1685,3693070213,195451,YEARLY,USD,BASE_SALARY
1686,3693070221,80,HOURLY,USD,BASE_SALARY
1687,3693070233,19,HOURLY,USD,BASE_SALARY
1688,3693070237,86902,YEARLY,USD,BASE_SALARY
1689,3693070255,85,YEARLY,USD,BASE_SALARY
1690,3693070261,17,HOURLY,USD,BASE_SALARY
1691,3693070271,45,HOURLY,USD,BASE_SALARY
1692,3693070278,23,HOURLY,USD,BASE_SALARY
1693,3693070291,60,HOURLY,USD,BASE_SALARY
1694,3693070305,37,HOURLY,USD,BASE_SALARY
1695,3693070347,80700,YEARLY,USD,BASE_SALARY
1696,3693070348,95000,YEARLY,USD,BASE_SALARY
1697,3693070352,132150,YEARLY,USD,BASE_SALARY
1698,3693070362,234250,YEARLY,USD,BASE_SALARY
1699,3693070373,107350,YEARLY,USD,BASE_SALARY
1700,3693070374,101050,YEARLY,USD,BASE_SALARY
1701,3693070376,17,HOURLY,USD,BASE_SALARY
1702,3693070379,106250,YEARLY,USD,BASE_SALARY
1703,3693070390,112500,YEARLY,USD,BASE_SALARY
1704,3693070391,78000,YEARLY,USD,BASE_SALARY
1705,3693070393,43,HOURLY,USD,BASE_SALARY
1706,3693070396,115000,YEARLY,USD,BASE_SALARY
1707,3693070411,110000,YEARLY,USD,BASE_SALARY
1708,3693070434,55000,YEARLY,USD,BASE_SALARY
1709,3693070448,262500,YEARLY,USD,BASE_SALARY
1710,3693070541,19,HOURLY,USD,BASE_SALARY
1712,3693070554,85000,YEARLY,USD,BASE_SALARY
1713,3693070555,110000,YEARLY,USD,BASE_SALARY
1714,3693070579,97500,YEARLY,USD,BASE_SALARY
1715,3693070590,157500,YEARLY,USD,BASE_SALARY
1716,3693070625,55000,YEARLY,USD,BASE_SALARY
1717,3693070666,21,HOURLY,USD,BASE_SALARY
1718,3693070673,20,HOURLY,USD,BASE_SALARY
1719,3693070680,70,HOURLY,USD,BASE_SALARY
1720,3693070816,157500,YEARLY,USD,BASE_SALARY
1721,3693070835,20,HOURLY,USD,BASE_SALARY
1722,3693070837,29,HOURLY,USD,BASE_SALARY
1723,3693070841,39,HOURLY,USD,BASE_SALARY
1724,3693070848,155000,YEARLY,USD,BASE_SALARY
1725,3693070851,30,HOURLY,USD,BASE_SALARY
1726,3693070865,74,HOURLY,USD,BASE_SALARY
1727,3693070867,20,HOURLY,USD,BASE_SALARY
1728,3693070871,150000,YEARLY,USD,BASE_SALARY
1729,3693070903,33,HOURLY,USD,BASE_SALARY
1730,3693071001,75000,YEARLY,USD,BASE_SALARY
1731,3693071004,57500,YEARLY,USD,BASE_SALARY
1732,3693071007,57500,YEARLY,USD,BASE_SALARY
1733,3693071014,57500,YEARLY,USD,BASE_SALARY
1734,3693071018,57500,YEARLY,USD,BASE_SALARY
1735,3693071021,57500,YEARLY,USD,BASE_SALARY
1736,3693071029,57500,YEARLY,USD,BASE_SALARY
1737,3693071030,63,HOURLY,USD,BASE_SALARY
1738,3693071034,52500,YEARLY,USD,BASE_SALARY
1739,3693071037,78700,YEARLY,USD,BASE_SALARY
1740,3693071043,74000,YEARLY,USD,BASE_SALARY
1741,3693071097,28,HOURLY,USD,BASE_SALARY
1742,3693071112,19,HOURLY,USD,BASE_SALARY
1743,3693071145,222500,YEARLY,USD,BASE_SALARY
1744,3693071157,175000,YEARLY,USD,BASE_SALARY
1745,3693071158,66000,YEARLY,USD,BASE_SALARY
1746,3693071164,110000,YEARLY,USD,BASE_SALARY
1747,3693071185,115000,YEARLY,USD,BASE_SALARY
1748,3693071199,45,HOURLY,USD,BASE_SALARY
1749,3693071201,45,HOURLY,USD,BASE_SALARY
1750,3693071204,22,HOURLY,USD,BASE_SALARY
1751,3693071205,45000,YEARLY,USD,BASE_SALARY
1752,3693071215,23,HOURLY,USD,BASE_SALARY
1753,3693071227,140000,YEARLY,USD,BASE_SALARY
1754,3693071229,60000,YEARLY,USD,BASE_SALARY
1755,3693071239,112500,YEARLY,USD,BASE_SALARY
1756,3693071267,22,HOURLY,USD,BASE_SALARY
1757,3693071268,110000,YEARLY,USD,BASE_SALARY
1758,3693071308,235000,YEARLY,USD,BASE_SALARY
1759,3693071322,152500,YEARLY,USD,BASE_SALARY
1760,3693071324,169300,YEARLY,USD,BASE_SALARY
1761,3693071336,80700,YEARLY,USD,BASE_SALARY
1762,3693071346,169300,YEARLY,USD,BASE_SALARY
1763,3693071372,22,HOURLY,USD,BASE_SALARY
1764,3693071430,85000,YEARLY,USD,BASE_SALARY
1765,3693071440,16,HOURLY,USD,BASE_SALARY
1766,3693071461,135000,YEARLY,USD,BASE_SALARY
1767,3693071466,29,HOURLY,USD,BASE_SALARY
1769,3693071511,143300,YEARLY,USD,BASE_SALARY
1770,3693071513,143300,YEARLY,USD,BASE_SALARY
1771,3693071541,55000,YEARLY,USD,BASE_SALARY
1772,3693071558,59500,YEARLY,USD,BASE_SALARY
1773,3693071560,140000,YEARLY,USD,BASE_SALARY
1774,3693071569,82500,YEARLY,USD,BASE_SALARY
1775,3693071574,52500,YEARLY,USD,BASE_SALARY
1776,3693071581,80000,YEARLY,USD,BASE_SALARY
1777,3693071582,80000,YEARLY,USD,BASE_SALARY
1778,3693071592,105000,YEARLY,USD,BASE_SALARY
1779,3693071601,71000,YEARLY,USD,BASE_SALARY
1780,3693071629,38,HOURLY,USD,BASE_SALARY
1781,3693071639,97,HOURLY,USD,BASE_SALARY
1782,3693071640,45,HOURLY,USD,BASE_SALARY
1783,3693071646,25,HOURLY,USD,BASE_SALARY
1784,3693071651,61360,YEARLY,USD,BASE_SALARY
1785,3693071672,50,HOURLY,USD,BASE_SALARY
1786,3693071676,114000,YEARLY,USD,BASE_SALARY
1787,3693071708,167500,YEARLY,USD,BASE_SALARY
1788,3693071737,53,HOURLY,USD,BASE_SALARY
1789,3693071769,58000,YEARLY,USD,BASE_SALARY
1790,3693071771,97000,YEARLY,USD,BASE_SALARY
1791,3693071772,115000,YEARLY,USD,BASE_SALARY
1792,3693071803,80000,YEARLY,USD,BASE_SALARY
1793,3693071809,90000,YEARLY,USD,BASE_SALARY
1794,3693071810,47,HOURLY,USD,BASE_SALARY
1795,3693071837,130000,YEARLY,USD,BASE_SALARY
1796,3693072008,20,HOURLY,USD,BASE_SALARY
1797,3693072012,34,HOURLY,USD,BASE_SALARY
1798,3693072020,140000,YEARLY,USD,BASE_SALARY
1799,3693072025,27,HOURLY,USD,BASE_SALARY
1800,3693072033,18,HOURLY,USD,BASE_SALARY
1801,3693072045,17,HOURLY,USD,BASE_SALARY
1802,3693072138,85000,YEARLY,USD,BASE_SALARY
1803,3693072150,50400,YEARLY,USD,BASE_SALARY
1804,3693072155,101300,YEARLY,USD,BASE_SALARY
1805,3693072167,75000,YEARLY,USD,BASE_SALARY
1806,3693072178,17,HOURLY,USD,BASE_SALARY
1807,3693072214,17,HOURLY,USD,BASE_SALARY
1808,3693072243,87500,YEARLY,USD,BASE_SALARY
1809,3693072262,30,HOURLY,USD,BASE_SALARY
1810,3693072267,109945,YEARLY,USD,BASE_SALARY
1811,3693072285,74558,YEARLY,USD,BASE_SALARY
1812,3693072294,73000,YEARLY,USD,BASE_SALARY
1813,3693072312,47500,YEARLY,USD,BASE_SALARY
1814,3693072340,72500,YEARLY,USD,BASE_SALARY
1815,3693072362,132500,YEARLY,USD,BASE_SALARY
1816,3693072365,150000,YEARLY,USD,BASE_SALARY
1817,3693072366,67,HOURLY,USD,BASE_SALARY
1818,3693072381,32,HOURLY,USD,BASE_SALARY
1819,3693072411,100000,YEARLY,USD,BASE_SALARY
1820,3693072419,57500,YEARLY,USD,BASE_SALARY
1821,3693072421,57,HOURLY,USD,BASE_SALARY
1822,3693072440,57,HOURLY,USD,BASE_SALARY
1823,3693072455,87500,YEARLY,USD,BASE_SALARY
1824,3693072541,74,HOURLY,USD,BASE_SALARY
1825,3693072543,23,HOURLY,USD,BASE_SALARY
1826,3693072547,167500,YEARLY,USD,BASE_SALARY
1828,3693072579,35,HOURLY,USD,BASE_SALARY
1829,3693072607,70000,YEARLY,USD,BASE_SALARY
1830,3693072626,35,HOURLY,USD,BASE_SALARY
1831,3693073007,95000,YEARLY,USD,BASE_SALARY
1832,3693073013,130000,YEARLY,USD,BASE_SALARY
1833,3693073017,61,HOURLY,USD,BASE_SALARY
1834,3693073021,75000,YEARLY,USD,BASE_SALARY
1835,3693073045,43,HOURLY,USD,BASE_SALARY
1836,3693073081,112500,YEARLY,USD,BASE_SALARY
1837,3693073087,144550,YEARLY,USD,BASE_SALARY
1838,3693073088,125,YEARLY,USD,BASE_SALARY
1839,3693073110,25,HOURLY,USD,BASE_SALARY
1840,3693073112,125000,YEARLY,USD,BASE_SALARY
1841,3693073122,96552,YEARLY,USD,BASE_SALARY
1842,3693073126,50400,YEARLY,USD,BASE_SALARY
1843,3693073132,56100,YEARLY,USD,BASE_SALARY
1844,3693073137,86500,YEARLY,USD,BASE_SALARY
1845,3693073138,39,HOURLY,USD,BASE_SALARY
1846,3693073151,32,HOURLY,USD,BASE_SALARY
1847,3693073193,77500,YEARLY,USD,BASE_SALARY
1848,3693073234,75000,YEARLY,USD,BASE_SALARY
1849,3693073301,22,HOURLY,USD,BASE_SALARY
1851,3693073307,166000,YEARLY,USD,BASE_SALARY
1852,3693073310,187500,YEARLY,USD,BASE_SALARY
1853,3693073315,46,HOURLY,USD,BASE_SALARY
1854,3693073331,72500,YEARLY,USD,BASE_SALARY
1855,3693073341,90000,YEARLY,USD,BASE_SALARY
1856,3693073367,23,HOURLY,USD,BASE_SALARY
1857,3693073386,42,HOURLY,USD,BASE_SALARY
1858,3693073393,50000,YEARLY,USD,BASE_SALARY
1859,3693073414,39,HOURLY,USD,BASE_SALARY
1860,3693073419,57,HOURLY,USD,BASE_SALARY
1861,3693073422,250000,YEARLY,USD,BASE_SALARY
1862,3693073425,62500,YEARLY,USD,BASE_SALARY
1863,3693073439,102500,YEARLY,USD,BASE_SALARY
1864,3693073450,180000,YEARLY,USD,BASE_SALARY
1865,3693073452,102500,YEARLY,USD,BASE_SALARY
1866,3693073453,70000,YEARLY,USD,BASE_SALARY
1867,3693073454,117500,YEARLY,USD,BASE_SALARY
1868,3693073456,100000,YEARLY,USD,BASE_SALARY
1869,3693073458,125000,YEARLY,USD,BASE_SALARY
1870,3693073469,50,HOURLY,USD,BASE_SALARY
1871,3693073487,31,HOURLY,USD,BASE_SALARY
1872,3693073585,19,HOURLY,USD,BASE_SALARY
1873,3693073589,52,HOURLY,USD,BASE_SALARY
1874,3693073590,80000,YEARLY,USD,BASE_SALARY
1875,3693073612,140000,YEARLY,USD,BASE_SALARY
1876,3693073619,18,HOURLY,USD,BASE_SALARY
1877,3693073626,75000,YEARLY,USD,BASE_SALARY
1878,3693073627,95000,YEARLY,USD,BASE_SALARY
1879,3693073636,11250,MONTHLY,USD,BASE_SALARY
1880,3693074003,72500,YEARLY,USD,BASE_SALARY
1881,3693074006,28,HOURLY,USD,BASE_SALARY
1882,3693074008,233100,YEARLY,USD,BASE_SALARY
1883,3693074015,138750,YEARLY,USD,BASE_SALARY
1884,3693074021,163350,YEARLY,USD,BASE_SALARY
1885,3693074031,136850,YEARLY,USD,BASE_SALARY
1886,3693074035,80700,YEARLY,USD,BASE_SALARY
1887,3693074045,51,HOURLY,USD,BASE_SALARY
1888,3693074046,47,HOURLY,USD,BASE_SALARY
1889,3693074049,21,HOURLY,USD,BASE_SALARY
1890,3693074050,132500,YEARLY,USD,BASE_SALARY
1891,3693074052,125000,YEARLY,USD,BASE_SALARY
1892,3693074115,31,HOURLY,USD,BASE_SALARY
1893,3693074117,22,HOURLY,USD,BASE_SALARY
1894,3693074159,175000,YEARLY,USD,BASE_SALARY
1895,3693074184,152500,YEARLY,USD,BASE_SALARY
1896,3693074204,165000,YEARLY,USD,BASE_SALARY
1897,3693074224,29,HOURLY,USD,BASE_SALARY
1898,3693074228,127500,YEARLY,USD,BASE_SALARY
1899,3693074256,29,HOURLY,USD,BASE_SALARY
1900,3693074270,50000,YEARLY,USD,BASE_SALARY
1901,3693074278,185000,YEARLY,USD,BASE_SALARY
1902,3693074291,18,HOURLY,USD,BASE_SALARY
1903,3693074317,97500,YEARLY,USD,BASE_SALARY
1904,3693074324,62500,YEARLY,USD,BASE_SALARY
1905,3693074332,120000,YEARLY,USD,BASE_SALARY
1906,3693074335,106820,YEARLY,USD,BASE_SALARY
1908,3693074354,40,HOURLY,USD,BASE_SALARY
1909,3693074365,99000,YEARLY,USD,BASE_SALARY
1910,3693074432,70,HOURLY,USD,BASE_SALARY
1911,3693074442,167500,YEARLY,USD,BASE_SALARY
1912,3693074454,6008,MONTHLY,USD,BASE_SALARY
1913,3693074468,222500,YEARLY,USD,BASE_SALARY
1914,3693074485,65000,YEARLY,USD,BASE_SALARY
1915,3693074488,60000,YEARLY,USD,BASE_SALARY
1916,3693074508,210000,YEARLY,USD,BASE_SALARY
1917,3693075016,65000,YEARLY,USD,BASE_SALARY
1918,3693075025,237500,YEARLY,USD,BASE_SALARY
1919,3693075084,120000,YEARLY,USD,BASE_SALARY
1920,3693075112,61,HOURLY,USD,BASE_SALARY
1921,3693075140,44,HOURLY,USD,BASE_SALARY
1922,3693075166,65000,YEARLY,USD,BASE_SALARY
1923,3693075179,23,HOURLY,USD,BASE_SALARY
1924,3693075185,45250,YEARLY,USD,BASE_SALARY
1925,3693075190,119246,YEARLY,USD,BASE_SALARY
1926,3693075206,57,HOURLY,USD,BASE_SALARY
1927,3693075211,80000,YEARLY,USD,BASE_SALARY
1928,3693075227,75000,YEARLY,USD,BASE_SALARY
1929,3693075229,90000,YEARLY,USD,BASE_SALARY
1930,3693075230,42,HOURLY,USD,BASE_SALARY
1931,3693075236,147500,YEARLY,USD,BASE_SALARY
1932,3693075246,77,YEARLY,USD,BASE_SALARY
1933,3693075252,225000,YEARLY,USD,BASE_SALARY
1934,3693075261,140000,YEARLY,USD,BASE_SALARY
1935,3693075273,24,HOURLY,USD,BASE_SALARY
1936,3693075281,170000,YEARLY,USD,BASE_SALARY
1937,3693075284,162500,YEARLY,USD,BASE_SALARY
1938,3693075323,102500,YEARLY,USD,BASE_SALARY
1939,3693075396,145000,YEARLY,USD,BASE_SALARY
1940,3693075402,22,HOURLY,USD,BASE_SALARY
1941,3693075404,137500,YEARLY,USD,BASE_SALARY
1942,3693075405,17,HOURLY,USD,BASE_SALARY
1943,3693075408,71000,YEARLY,USD,BASE_SALARY
1944,3693075444,83000,YEARLY,USD,BASE_SALARY
1945,3693075449,106500,YEARLY,USD,BASE_SALARY
1946,3693075453,37,HOURLY,USD,BASE_SALARY
1947,3693075460,120000,YEARLY,USD,BASE_SALARY
1948,3693075474,105000,YEARLY,USD,BASE_SALARY
1949,3693573636,22,HOURLY,USD,BASE_SALARY
1950,3693576985,65,HOURLY,USD,BASE_SALARY
1951,3693580156,14,HOURLY,USD,BASE_SALARY
1952,3693580716,87500,YEARLY,USD,BASE_SALARY
1953,3693580745,78000,YEARLY,USD,BASE_SALARY
1954,3693580746,30,HOURLY,USD,BASE_SALARY
1955,3693580759,63500,YEARLY,USD,BASE_SALARY
1956,3693580775,79500,YEARLY,USD,BASE_SALARY
1957,3693580780,91150,YEARLY,USD,BASE_SALARY
1958,3693580811,24,HOURLY,USD,BASE_SALARY
1959,3693580844,70500,YEARLY,USD,BASE_SALARY
1960,3693580850,57,HOURLY,USD,BASE_SALARY
1961,3693580851,72519,YEARLY,USD,BASE_SALARY
1962,3693580852,52,HOURLY,USD,BASE_SALARY
1963,3693580860,47,HOURLY,USD,BASE_SALARY
1964,3693580909,17,HOURLY,USD,BASE_SALARY
1965,3693580911,18,HOURLY,USD,BASE_SALARY
1966,3693580912,18,HOURLY,USD,BASE_SALARY
1967,3693580918,17,HOURLY,USD,BASE_SALARY
1968,3693580919,19,HOURLY,USD,BASE_SALARY
1969,3693580926,25,HOURLY,USD,BASE_SALARY
1970,3693580972,33,HOURLY,USD,BASE_SALARY
1971,3693580975,33,HOURLY,USD,BASE_SALARY
1972,3693580984,23,HOURLY,USD,BASE_SALARY
1973,3693580985,21,HOURLY,USD,BASE_SALARY
1974,3693580998,70178,YEARLY,USD,BASE_SALARY
1975,3693580910,19,HOURLY,USD,BASE_SALARY
1976,3693581633,35,HOURLY,USD,BASE_SALARY
1977,3693581635,27,HOURLY,USD,BASE_SALARY
1978,3693581641,163000,YEARLY,USD,BASE_SALARY
1979,3693581644,3418,MONTHLY,USD,BASE_SALARY
1980,3693581659,75350,YEARLY,USD,BASE_SALARY
1981,3693581729,16,HOURLY,USD,BASE_SALARY
1982,3693581730,74740,YEARLY,USD,BASE_SALARY
1983,3693581742,21,HOURLY,USD,BASE_SALARY
1984,3693581751,70850,YEARLY,USD,BASE_SALARY
1985,3693581797,16,HOURLY,USD,BASE_SALARY
1986,3693581804,108900,YEARLY,USD,BASE_SALARY
1987,3693581808,102500,YEARLY,USD,BASE_SALARY
1988,3693581852,164000,YEARLY,USD,BASE_SALARY
1989,3693581854,20,HOURLY,USD,BASE_SALARY
1990,3693581884,362500,YEARLY,USD,BASE_SALARY
1991,3693581936,57,YEARLY,USD,BASE_SALARY
1992,3693581940,23,HOURLY,USD,BASE_SALARY
1993,3693581943,14,HOURLY,USD,BASE_SALARY
