company_id,speciality
2779571,Microsoft server implementations
2779571,Data circuits
2779571,Email encryption
2779571,Email archiving
2779571,Remote connectivity
2779571,Disaster recovery planning
2779571,It security
2779571,Windows virtual desktop
2779571,Microsoft azure
2779571,Microsoft teams
2779571,Managed services
365785,Shopper marketing
294125,"Application development, support, maintainence, offshoring projects"
294125,"Staffing services, contract, perm, contract to hire"
294125,"Andriod, iphone and customize mobile application"
294125,Economical offshore solutions
294125,Ecommerce web development
294125,Custom software development
294125,Erp software
294125,Crm software
294125,Website development
294125,Ios
294125,Android
2158596,Networking
2158596,Storage
2158596,Optical transceivers
2158596,Network cables
2158596,Hard drives
2158596,"Flash (sdhc, sdxc, microsdhc)"
2158596,Taa compliant
2158596,Third-party maintenance (tpm)
2158596,It hardware warranty maintenance & support
2158596,Enterprise hot-swap hard drives
2158596,Enterprise hot-swap ssds
2158596,Replacement ssds and hard drives
2158596,Server memory
2158596,Laptop and notebook memory
2158596,Mobile device memory
2158596,Flash memory
2158596,Computing upgrades
2158596,It upgrades
2158596,Data center and enterprise interconnectivity solutions
2158596,Laptop ac and microsoft surface pro power adapters
18581793,Innovation
18581793,Project management
18581793,Construction management
18581793,Data analysis
18581793,Data visualization
18581793,Project management office
18581793,Project controls
18581793,Project management information systems
37557576,Private staffing
37557576,Private household staffing
37557576,Domestic staffing
37557576,High profile recruitment
37557576,Recruitment for celebrities
37557576,Business support staff
37557576,Yacht & jet crew
37557576,Childcare staff
37557576,Private chef staffing
37557576,Private assistant recruitment
37557576,Executive assistant recruitment
37557576,Chief of staff recruitment
37557576,Nanny recruitment
37557576,Private chef recruitment
37557576,Hospitality recruitment
37557576,Executive search
37557576,Chalet staffing
37557576,High profile clients
37557576,Uhnw clients
37557576,Vip clients
37557576,Vvip clients
10213494,Verfahrenstechnik
2010945,Radio
2010945,Podcasting
2010945,Science
2010945,History
2010945,Worldview
2010945,Apologetics
2010945,Christian
2010945,Bible
2010945,Theology
2010945,Publishing
2010945,Research
2010945,Education
2010945,Training
2010945,Conferences
2010945,Media
2010945,Ministry
2010945,Events
2010945,Continuing education
2010945,Nonprofit
28354,Health care
28354,Medical
28354,Not-for-profit
28354,Hospital
2502526,Customer retention
2502526,Loyalty building
2502526,Prospect conversion
2502526,Client recapture
2502526,Data analytics and reporting
2502526,Variable data publishing
2502526,Cross media
2502526,Web-to-print
2502526,Product: triggers
2502526,Product: boomerang direct
2502526,Standard mail and email launch services
2502526,Creative
2502526,Direct marketing
2502526,Direct mail
2502526,Newmovers direct
2502526,Predictive analytics
1410268,Affordable rental apartments
1410268,Financial education services
1410268,Affordable housing development
1410268,Resident services
1410268,Educational services
1410268,Property management
67898464,Remote patient monitoring
67898464,Personal care services
67898464,Non-emergency medical transportation
67898464,Nemt
67898464,Nutritious meals
67898464,Caregivers
11208030,Diversity
11208030,Diversity and inclusion
11208030,Diverse careers
11208030,Diverse companies
11208030,Diversity jobs
11208030,Job placement
11208030,Women in tech
11208030,Women in digital
11208030,Job search
11208030,Diversity recruiting
11208030,Recruiting
11208030,Talent acquisition
11208030,Hiring
11208030,Jobs
11208030,Outsourced payrolling
11208030,Contingent workforce
11208030,Compliance-payroll
11208030,It staffing
11208030,Agile leadership and management
11208030,Certified agile and scrum
11208030,Agile coaching
11208030,Agile change management
11208030,Agile transformation
11208030,Devops
11208030,Rpa
11208030,Automation
11208030,Cloud
11208030,Payroll solutions
11208030,Professional staffing
11208030,Direct hire
59929990,Benefits administration
59929990,Health insurance
59929990,Life insurance
59929990,Employee benefits
59929990,Financial services
59929990,Executive compensation
59929990,Group benefits
59929990,Total rewards
59929990,Employee benefit consulting
59929990,M&a
59929990,Deferred compensation
59929990,Self-funding
59929990,Group health plans
59929990,Dental
59929990,Vision
59929990,Disability
59929990,Pensions
59929990,Employee communications
59929990,Strategic planning
59929990,International benefits
59929990,Global benefits
59929990,Risk analysis
59929990,Insurance funding
59929990,Hris
59929990,Onboarding
59929990,Technology
59929990,Change management
59929990,Buy/sell agreements
59929990,Executive bonus plans
59929990,Employee insurance plans
59929990,Employee handbooks
59929990,Hr resources
59929990,Online benefit enrollment
59929990,Long term disability
59929990,Short term disability
59929990,Employee satisfaction surveys
59929990,Open enrollment
59929990,Benefits enrollment
59929990,Broker advisory
59929990,Insurance agents
59929990,Insurance agency
59929990,Chartered life underwriter
59929990,Chartered financial consultant
59929990,Third party administration
2432001,Cyber
2432001,C4isr
2432001,Government contracting & acquisition
2432001,"Advisory and assistance services, a&as"
2432001,Engineering support services
2432001,Intelligence
2432001,Acquisition
2432001,Operations
2432001,Financial management
2432001,Supply chain
80684099,Application development
80684099,Ecommerce
80684099,Mobile application development
80684099,Business consulting
80684099,Analytics
80684099,Web development
80684099,Staffing and recruitment
80684099,Cloud computing
80684099,Project management
80684099,Healthcare
80684099,Business analysis
131643,Medical disposable products marketed graham medical
131643,Beauty disposables products marketed by graham beauty
131643,"Papermaking, converting and printing marketed by little rapids"
316458,Renewable: wind and solar
316458,Nuclear and fossil power
316458,Power delivery: transmission & distribution
316458,Power generation
316458,Civil & environmental engineering
316458,Manufacturing & light industrial
316458,Oil & gas
316458,Information technology
316458,Hr/administrative
316458,Engineering
316458,Automotive
316458,Aerospace and defense
316458,Aviation
316458,Construction
35628203,Psychology
35628203,Adhd
35628203,Add
35628203,Mental health
35628203,Telemedicine
5121,Off-price retail
40910,Software technology
40910,Web development
40910,Mobile application development
40910,Foxpro migration
40910,Staffing  services
40910,Migrate visual foxpro
40910,Gmc inspire
40910,Wordpress
40910,Drupal
40910,Vb.net
40910,Php
40910,Python
40910,Java
40910,Mvc
40910,Wpf
40910,Cloud migration
40910,Dynamics
40910,C#
40910,Javascript
40910,Quadient partner
40910,Quadient inspire
40910,Quadient
40910,Ai
40910,Chatbot
40910,Iso 9001:2015
40910,Iot
40910,Ccm
40910,Power automate
40910,Rpa
5095714,Crisis response services
5095714,Community outreach services
5095714,Outpatient behavioral services
5095714,Psychiatric recovery programs
5095714,Wellness and recovery
14580269,It consulting services
14580269,It staffing
94474,Premium spirits
94474,Brand management
94474,Marketing
94474,Consumer goods
94474,Bourbon
94474,Whiskey
94474,Vodka
94474,Gin
94474,Tequila
94474,Rum
94474,Brandy
94474,Cognac
94474,Cocktails
94474,Cordials
94474,Liqueurs
94474,"""shooters""​"
563407,Asphalt paving
563407,Concrete paving
563407,Roller-compacted concrete paving
563407,Maintenance services
563407,"Curb, sidewalk, ada ramps, and misc. concrete"
563407,Fine grading and stone installation
28923,Retail
28923,Tools
28923,Home improvement
28923,Generators
28923,Compressors
14796450,Light industrial
14796450,Staffing
14796450,Recruiting
14796450,Warehouse
14796450,Manufacturing
14796450,Distribution
14796450,Fulfillment
14796450,Entry level
14796450,Mid-level
14796450,Senior level
14796450,Operations
14796450,Quality
14796450,Engineer
14796450,General labor
14796450,Material handler
14796450,Forklift
14796450,Supervisor
14796450,Machine operator
14796450,Office support
14796450,Customer service
14796450,Quality control
14796450,Shipping/receiving
14796450,Welder
14796450,Trainer
71630337,Insurance & financial services
231042,Executive search
231042,Temporary staffing
231042,Recruitment process outsourcing (rpo)
231042,Executive selection
231042,Staff augmentation
231042,It staffing
231042,Managed services
89805638,Recruiting
89805638,Talent
89805638,Hiring
89805638,Interviewing
89805638,Talent searching
89805638,Service
20508964,Embedded development
20508964,Embedded testing
20508964,Validation
20508964,Verification
20508964,Infotainment testing
20508964,Automotive
20508964,Off-road vehicles
337132,Staffing
337132,Consulting
337132,Rpo/ staff augmentation
337132,Payroll services
74578,Vehicle service equipment
74578,Tire changers
74578,Wheel balancers
74578,Alignment systems
74578,Lifts
74578,Inspection equipment
74578,Shop productivity
74578,Heavy duty service
1068467,Job development
1068467,Job coaching
1068467,Job trial (community based assessment)
1068467,Driver's training
1068467,Disability services
1068467,Disability advocation
1068467,Computer training
1068467,Vocational evaluations
1068467,Homesite employment evaluation
1068467,Computer/clerical evaluations
117882,Information technology
117882,Manufacturing & engineering
117882,Finance & accounting
117882,Operations & supply chain
117882,Staffing
7962583,Cyber security
7962583,Application moderization
7962583,Video collaboration
7962583,Data integration
7962583,Digital transformation
7962583,Talent services
7962583,Application development
7962583,Cloud strategy
7962583,Iot (internet of things)
7962583,Blockchain
7962583,Bigdata and analytics
7962583,Enterprise integration services
7962583,Devops
7962583,Erp support & maintenance
7962583,Penetration testing
7962583,Vulnerability assesments
7962583,Incident response
7962583,Compliance & regulatory validation
69348938,Film
69348938,Creative marketing
69348938,Digital content
69348938,Advertising
69348938,Film campaign
69348938,Product
69348938,Campaign strategy
69348938,Social strategy
69348938,Social management
1683442,Application development
1683442,Professional services
1683442,Project management
1683442,Quality assurance / testing
1683442,Bi development
1683442,Iot
1683442,Digital
1683442,Bigdata
1683442,Rpa
1683442,Cloud
1683442,Staffing
1683442,Hr consultancy
1683442,Staff augmentation
1683442,Managed it services
163414,Project management
163414,Project management software
163414,Erp
163414,Project-based erp
163414,Accounting software
163414,Government contracting
163414,Architecture & engineering
163414,Government contract management software
163414,Construction management
163414,Professional services
163414,Talent management
163414,Hr solutions
163414,Saas
163414,Project accounting software
163414,Hcm
163414,Financial management
163414,Cloud computing
163414,Deltek project nation
80717274,Water filtration systems
167557,Online classifieds
167557,Digital
167557,Technology
167557,Marketplace
167557,Trade
167557,Online trade
167557,Platforms
167557,Cars
167557,Real estate
167557,Online services
167557,Tech
2736308,Contract opportunities
2736308,It staffing
2736308,Mobile application development
2736308,Managed services
2736308,Security testing
2736308,Performance testing
2736308,Devops engineering
2736308,Safe
2736308,Bots
2736308,Robotic process automation
2736308,Ai
2736308,Artificial intelligence
2736308,Safe training
2736308,Agile training
2736308,Product development
2736308,Saas product developoment
2736308,Devops pod
2736308,Testing pod
251028,Drug discovery
251028,Bioanalytical
251028,Lab testing
251028,Clinical and regulatory
251028,Api development and manufacturing
251028,Genomics
251028,Drug development
251028,Biological reagents
251028,Biologics
251028,Medical device
251028,Chemistry
251028,Toxicology
251028,Cell and gene therapy
251028,Contract research organization
13473849,Outsourced product
13473849,Custom applications
13473849,Infrastructure application
13473849,Mobile development
13473849,Database development
13473849,Quality assurance
13473849,Testing
13473849,Staffing
13473849,Recruiting
13473849,Screening
13473849,Job board
13473849,Web development
3885443,Nano-cap and micro-cap news
3885443,Press release distribution
3885443,Investor relations
3885443,Podcast
3885443,Radio show
3885443,Media production
3885443,News production
3885443,Financial services
69630806,It services
69630806,Cybersecurity
69630806,Computer services
69630806,Managed it services
15221948,Digital marketing
15221948,It governance
15221948,Cloud enablement
15221948,Disability claims management
15221948,Project management
15221948,Data modeling
15221948,Workforce mobility
15221948,Data science
5508849,Accounting
5508849,Sports & entertainment management
5508849,Business management
5508849,Taxation
18064207,Office remodeling
18064207,Retail remodeling
18064207,Healthcare facility remodeling
18064207,Commercial construction
18064207,Educational facility remodeling
18064207,General contracting
18064207,Preconstruction
18064207,Design build
18064207,Value engineering
18064207,Integrated project delivery
18064207,Competitive bidding
29848,Location based services
29848,Iot
29848,Application managed services
29848,Artificial intelligence
29848,Data and analytics
29848,Mobility
29848,Blockchain solutions and services
29848,It staffing
29848,It outsourcing
29848,Business process outsourcing
29848,Saas solutions
29848,Robotic process automation
29848,Healthcare solutions
488281,Information technology staffing
488281,Healthcare staffing and project based solutions
488281,Staffing
488281,Healthcareit
488281,Grc
488281,Erp
488281,Hcm
488281,Sap
488281,Digital marketing
488281,Recruiting
488281,Permanent placements
488281,Kyc
488281,Dodd frank
488281,Software develoment
488281,Infrastructure
488281,Payroll solutions
488281,Salesforce
488281,Workday
488281,Professional staffing
488281,Cybersecurity
488281,Rpa
488281,Finance
488281,Management consulting
2612230,Legal recruiting
2612230,Legal placement
2612230,Recruitment of lawyers at all levels for law firms
2612230,Recruitment of lawyers for companies across various industries
2612230,In-house
2612230,Law firms
2612230,Legal search
33002793,Ski
33002793,Snowboard
33002793,Winter gear
33002793,Snowshoe
33002793,Cross country ski
33002793,Custom boot fitting
2491385,Surveying & mapping
2491385,Aerial photography
2491385,Lidar acquisition and mapping
2491385,Hydrographic surveying
2491385,Industrial survey services
2491385,Unmanned aerial systems
2491385,Transmission engineering
2491385,Substation engineering
2491385,Telecommunications engineering
2491385,Gis
2491385,Geographic information systems
2491385,Structural engineering
2491385,Transmission line engineering
2491385,Civil engineering
2491385,Access roads
2491385,Lidar
2491385,Storm response
2491385,Land surveying
4004283,Countertops
4004283,Lvt
4004283,Vinyl
4004283,Carpet
4004283,Laminate
4004283,Natural stone
4004283,Hardwood
4004283,Granite countertops
4004283,Flooring installation
4004283,Grout cleaning
4004283,Quartz
4004283,Shaw flooring
4004283,Coretec flooring
4004283,Lighting
4004283,Custom rugs
4004283,Cabinetry
154960,Flooring testing
154960,Siding and roofing matching
154960,Flooring pricing
154960,Material analysis
154960,Asbestos analysis
154960,Cabinet analysis
1051720,Instructional design
1051720,Curriculum development
1051720,Recruiting
1051720,Field support
1051720,It services
1051720,Information security
1051720,Fisma audit support
1051720,Remediation support
1051720,Application development
1051720,Agile project management
1051720,Training support
1051720,Strategic communications
1051720,Programmatic communications
1051720,Enterprise it support
1051720,Technology
1051720,Help desk
75856748,It consulting
75856748,Business consulting
75856748,Software development
8258,Law
8258,Legal
8258,Intellectual property
8258,Patent
8258,Litigation
8258,Trademark
8258,Post-grant
966339,Family office services
966339,Investment advice
966339,Tax planning
966339,Estate planning
966339,Bill pay
966339,Accounts receivable
966339,Esg investing
966339,"Environmental, social, governance investing"
966339,Socially responsible investing
966339,Investment solutions
966339,Family office structuring
966339,Tax advice
966339,Tax savings
966339,Fee savings
5018413,General site safety audits
5018413,Full-time site safety officers
5018413,Training courses
5018413,Safety & structural bridge inspections
5018413,Osha inspection response/defense
5018413,Safety supplies
233779,Human resources
233779,Affirmative action
233779,Employee benefits
233779,Compliance
233779,Benchmark surveys
233779,Competitive data
233779,Hr advice
233779,Virtual networking
233779,Employment law
233779,Total rewards
233779,Leadership coaching
233779,Background checking
233779,Hr news
233779,Recruiting
233779,Benefits administration
233779,Learning & development
233779,Professional development
233779,Outsourced hr
233779,Pre-employment services
233779,Strategic hr
233779,Hr events
233779,Management training
233779,Interim hr
233779,Fractional hr
233779,Talent acquisition
233779,Hr coaching
547691,Manufacturing
547691,Distribution
547691,Engineering
547691,Finance
547691,Accounting
547691,Operations
547691,Supply chain
547691,Hr
547691,It
547691,Sales/marketing
547691,Filtration
547691,Jobs
547691,Audit
547691,Human resources
547691,Business development
547691,Continuous improvement
547691,Lean/six sigma
547691,Recruiting
547691,Candidate sourcing
547691,Search and placement
547691,Management asimilation
10169823,Sales intelligence
10169823,Agency new business
10169823,Advertising & marketing technology
10169823,Advertising database
10169823,B2b sales prospecting
10169823,Sales enablement
10169823,Sales forecasting
10169823,Business intelligence
14392959,Staffing
14392959,Recruitment
14392959,Customer support
14392959,Client interaction
14392959,Technology driven
14392959,Information rechnology
9957,Insurance
9957,Annuities
9957,Asset protection
45410,Operational excellence
45410,Management system
45410,Operational leadership
45410,Supply chain management
45410,Acquisitions + integration
45410,Leadership solutions
45410,Interim operational resources
45410,Lean transformation
4837940,Tibco online training
4837940,Tibco consulting
4837940,Salesforce training
4837940,Career guidance
4837940,H1b sponsorship
4837940,Resume marketing
4837940,Salesforce consulting
4837940,Mule consulting
4837940,Pega consulting
4837940,Jboss consulting
4837940,Cybersecurity
4837940,Smtp
4837940,Oracle soa
4837940,Dell boomi
4837940,Validation and testing
4837940,Cyber security
6602097,Enterprise it management
6602097,"Global sourcing, integration & oem supply chain services"
6602097,Data center infra management
6602097,Global staff recruitment
6602097,Offshore development center
6602097,Global repair field services
48467,Scrum/ agile training
48467,Mobile development
48467,Strategic it consulting
48467,Testing services
48467,Application development
48467,"It staffing (contract, contract to hire and full time)"
48467,Cloud computing
48467,Process automation
48467,Content mangement
48467,Docker containers
48467,Microsoft azure
48467,Kubernetes
48467,Tanzu
48467,Pks
48467,Amazon web services
48467,Hybrid cloud
48467,Aws
48467,Devops
48467,Native cloud
48467,Application modernization
48467,Caas
9428125,It consulting services
9428125,Mobile apps development
9428125,Software development
9428125,Network & infrastructure
9428125,Management consulting
9428125,Infrastructure security
9428125,Network security
9428125,Staff augmentation
2849719,It support
2849719,Revenue cycle
2849719,Compliance
2849719,Legal
2849719,Human resources
2849719,Purchasing
2849719,Marketing
2849719,Patient communications
2849719,Finance & accounting
2849719,Recruiting
2849719,Dentist
2849719,Dental hygienist
2849719,Dental assitant
31863,Transporting crude oil / pipeline operations
31863,Crude oil storage
28836,"Hvacr equipment, parts, supplies & tools"
28836,"Residential, commercial, refrigeration & facilities maintenance"
28836,Expert technical and customer service
28836,Productivity programs
28836,"Extensive cross-reference - new, existing & obsolete parts"
28836,Oem for all major brands
70462933,Wellness
70462933,Education
70462933,Advancement
70462933,Youth
2466485,It recruitment
2466485,Recruitment for all level
2466485,Hr solutions
2466485,Us staffing
384676,Professional association
384676,Pharmaceuticals
384676,Medical devices
384676,Biotechnology
384676,Education provider
384676,Government
384676,Clinical trials
384676,Education
384676,Training
384676,Elearning
384676,Translational medicine
384676,Patient engagement
384676,Value and access
384676,Healthcare
384676,Regulatory affairs
384676,Pharmaco vigilance
384676,Personaldevelopment
384676,Careers
384676,Women in science
384676,Medicine
79760947,Salesforce
79760947,Aws services
79760947,Vmware
79760947,Microsoft azure
79760947,It services
79760947,It transformation and technology initiatives
79760947,It consulting
79760947,Us staffing & recruitment
66252,Networking
66252,Infrastructure application software
66252,Semiconductor
66252,Cloud
66252,Web applications
66252,Erp
66252,Wi-fi
66252,Lending - mortgage and financial services.
66252,Xaas
66252,Mobile
66252,Telecommunication
66252,Business analytics
66252,Staffing
66252,Recruitment
66252,Contingent worker
4828,Imagery
4828,Footage
4828,Music
4828,Video
4828,Clips
4828,Still images
4828,Moving clips
4828,Digital content
4828,Web images
4828,Mobile images
4828,Creative content
4828,Editorial content
4828,Photojournalism
4828,Photo assignments
4828,Sport photography
4828,Red carpet photography
4828,Content
4828,Visual trends
72550126,Rentersinsurance
72550126,Compliance
72550126,Leasing
72550126,Apartments
72550126,Renters
72550126,Riskrelease
3542182,Medical malpractice
3542182,Auto accident
3542182,Truck accident
1305693,Short sales
1305693,Foreclosures
1305693,Buyers
1305693,Sellers
1305693,Reo properties
1305693,Trust & probate
1409798,Solar
1409798,Wind
1409798,Hydro
1409798,Thermal
1409798,Cleantech
1409798,Bioenergy
1409798,Investments & project finance
1409798,"Automation, storage & efficiency"
1409798,Chemical & materials
1409798,Renewable energy
1409798,Epc construction
1409798,Water & wastewater
1409798,Building services
1409798,Construction
1409798,Forensics
1409798,Oil & gas
1409798,Power
3997,Employee benefits
3997,Broker relationships
3997,Peo
3997,Small business
3997,Individual policies
408636,Job board recruiting
408636,Research
408636,Administrative support
46970,Staffing and recruiting specialists
46970,Cro clinical research & data management
46970,Engineering & management
46970,Information technology
46970,Quality control & customer service
46970,Healthcare & nursing
46970,Life sciences
46970,Pharmaceutical & medical devices
46970,Regulatory & drug development
46970,Land your dream job today
46970,Find a staffing agency
46970,Staffing solutions
46970,Workforce services
46970,Find candidates faster
16589,One of new york's largest providers of medicare
16589,Medicaid
16589,"Family health plus (fhp), child health plus (chp)"
16589,Value based payments
16589,Small business
16589,Medicare
16589,Group insurance
16589,Individual insurance
16589,Health plan
16589,Health insurance
16589,Mental health
16589,Innovation
16589,Mltc
12861,Power generation
12861,Power transmission & distribution
12861,Nuclear power
12861,Fossil power
12861,Renewable energy
12861,Wind energy
12861,Solar energy
12861,Oil & gas
12861,Government services
12861,Industrial
12861,Environmental services
12861,Electric grid infrastructure
12861,Energy business consulting
12861,Operations & maintenance
12861,National security operations
12861,Engineering & environmental management
12861,Construction management
12861,Commissioning
12861,Carbon capture
67823,Global private jet charter
67823,Management & consulting
67823,Aircraft maintenance
67823,Embraer authorized service center
67823,Avionics sales-service-repair-warranty
67823,Fixed base operations - fuel & hangar services
67823,Interior completions
67823,Aircraft disinfecting and cleaning
67823,Aircraft detailing
28147205,Dental
28147205,Technology
28147205,Healthcare
28147205,Software
28147205,Startup
5264,Publishing
5264,Software development
5264,Inventory management
5264,Customer service and operations
991068,Interactive digital multimedia products
991068,Business technology solutions
991068,Educational technology solutions
18937515,Devops
18937515,Infrastructure
18937515,Automation
18937515,Machine learning
18937515,Ai
18937515,Managed services
18937515,Cloud migration
18937515,Java
18937515,Python
18937515,Cloud security
18937515,Cloud
18937515,.net
18937515,Salesforce
91452,Administrative & clerical support
91452,"Life sciences, biotech & pharmaceutical"
91452,Sales & marketing
91452,Finance & accounting
696485,Solar pv modules
696485,Solar projects and solutions
15230509,For-hire transportation
15230509,Fleet management
15230509,Smart mobility
15230509,Electric vehicles
15230509,Taas
3269,Logistics
3269,Supply chain management
3269,Consulting
3269,Contract manufacture
3269,Warehousing
3269,Order fulfillment
3269,Service part logistics
3269,Kitting and assembly
3269,Managed transportation
3269,Reverse logistics
3269,Real estate
3269,In-plant logistics
3269,Environmental compliance
3269,Automotive
3269,Technology
3269,Packaging
3269,Ecommerce
3269,Mcommerce
3269,Supply chain
3269,Transport
3269,Fulfilment
3269,Commercial real estate
3269,Trucking
3269,Two man home delivery
3269,Distribution center
3269,Mro
3269,Service logistics
3269,Retail
3269,Consumer
3269,Energy
3269,Chemicals
3269,Manufacturing
3269,Engineering
3269,Healthcare
3269,Pharma
3269,Lifescience
3269,Clinical trials
307079,Advertising
307079,Crm
307079,Experiential
307079,Event marketing
307079,Digital marketing
307079,Media
307079,Automotive advertising
68174206,Computer systems validation
68174206,Quality engineering/assurance
68174206,Process and cleaning validation
68174206,Commissioning qualification and validation
68174206,Regulatory affairs/pharmacovigilance
68174206,Business analysis
68174206,Laboratory/manufacturing equipment qualification
68174206,Technical writing
68174206,Iq/oq/pq
68174206,21 cfr part 11
2983157,Residential services
2983157,Commercial & industrial
2983157,Drinking water systems
2983157,Water treatment solutions
2983157,Customer service
2983157,Route delivery
2983157,Service technician support
2983157,B2b sales
2983157,Residential sales
2983157,Consumer services
10594856,Entertainment
10594856,Nightlife
10594856,Restaurants
10594856,Events
10594856,Hospitality
10594856,Live events
10594856,Dining
10594856,Private events
10594856,Sports watch
2932527,Leadership
2932527,Management
2932527,Sales
2932527,Business management
2932527,Human resources
2932527,Retail sales
2932527,Public speaking
2932527,Budget analysis
2932527,Customer service
15798900,Digital talent
1452948,Technology consulting
1452948,It consulting & services
1452948,Infrastructure management
1452948,Digital marketing
1452948,Software training
1452948,It delivery
329384,Design and installation of solar electric systems
329384,Solar photovoltaic
329384,Solar pv
329384,Solar panel installation
329384,Tesla certified installer
329384,Battery storage
329384,Roof installer
329384,Solar installer
1013451,Transportation: asset based & brokerage
1013451,Contract packaging
1013451,Shrink sleeve decorating
1013451,Fulfillment
1013451,Dedicated warehousing
1013451,Multi-client warehousing
1013451,Warehouse management systems
1013451,Transportation management systems
1013451,Supply chain management
1013451,Inventory management systems
1013451,A culture dedicated to safety
1013451,Logistics
1013451,Distribution
1013451,Warehousing
1013451,Dedicated trucking
1013451,Louisville warehouse
1013451,Fleet maintenance
1013451,Columbus warehouse
1013451,Cincinnati warehouse
1013451,Memphis warehouse
725927,Embedded hardware
725927,Cots hardware
725927,Single board computers
725927,Custom product design
725927,Embedded computing
725927,Rugged product design
725927,Mil-std testing & qualification
65487140,Small business accounting
65487140,Small business tax
65487140,Small business tax planning
65487140,Small business bookkeeping
65487140,Small business
65487140,Tax advisory
65487140,Tax planning
65487140,Payroll
65487140,Bookkeeping
65487140,Quickbooks
65487140,Projections
65487140,Tax filing
65487140,Personal tax prep
65487140,Scorp
65487140,Budgeting
65487140,Hiring budget
65487140,Online service providers
65487140,Small business finances
52462678,Accounting
52462678,Consulting
52462678,Taxes
52462678,Audits
52462678,Tax preparation
52462678,Tax planning
10071781,Oracle
10071781,Salesforce customizations
10071781,Salesforce partner
10071781,Oracle erp
10071781,Managed services
10071781,Salesforce services
10071781,Crm
10071781,Erp
10071781,Customer experience
10071781,Employment experience
10071781,Give back
10071781,Staffing services
10071781,Digital transformation
10071781,Marketing automation
740278,Carbonated soft drinks
740278,Fruit juices
740278,Water
740278,Ice tea
740278,Energy drinks
740278,Functional drinks
740278,Still drinks
18195925,Healthcare
18195925,Medical technology
18195925,Drug diversion
18195925,Pharmacy
18195925,Pharmacy operations
18472499,Recruitment
18472499,Consulting
18472499,Engineering consulting
18472499,Aerospace
18472499,Startup
18472499,Commissioning
18472499,Cyber security
18472499,Manufacturing
18472499,Flight test
18472499,Certification
18472499,Oil field services
18472499,Gis
18472499,Lng
18472499,Project controls
18472499,Ehs
18472499,Instrumentation
18472499,T&d construction
18472499,Renewables
18472499,Energy
1614,It solutions
1614,Systems engineering
1614,Intelligence
1614,It modernization
1614,Space
1614,Data analytics
1614,Digital transformation
1614,Ai
1614,Digital engineering
1614,App modernization
1614,Health it
1614,Cyber
1614,Jadc2
1614,Secure cloud
1614,Enterprise it
1614,Systems integration & delivery
9325840,Research & development
9325840,"Quality, regulatory, & compliance"
9325840,Clinical operations
9325840,Manufacturing & supply chain
9325840,Corporate & commercial operations
9325840,Biometrics
9325840,Life science
18164646,Accounting
18164646,Finance
18164646,Human resources
18164646,Administrative
18164646,Staffing
18164646,Recruiting
18164646,Temporary staffing
18164646,Direct hire
18164646,Employment
9776895,History
9776895,Shaker heights
9776895,Education
9776895,Cleveland
9776895,Local history
9776895,The shakers
9776895,Community events
9776895,Field trips
9776895,Museums
9776895,Ohio history connection
70289,Cases & trays
70289,Reusable & single-use instruments
70289,Implantable components
70289,Drug delivery
70289,Other medical devices
70289,Metal component manufacturing
4810440,Strategic planning
4810440,Branding
4810440,Positioning
4810440,Digital marketing
4810440,Art direction
4810440,Copywriting
4810440,Design
4810440,Ux & ui
4810440,Photo/ video production
4810440,Creative direction
4810440,Web development
4810440,Content management systems
4810440,Reporting/ analytics
4810440,Search engine optimization
4810440,Application development
4810440,Digital media planning
4810440,Lead generation
4810440,Social media marketing
75483,Solution | content management | ios development | android development | drupal | open source | cross platform | bi & dw | eim | cloud based learning system
115116,Customized solutions for human capital and talent acquisition
115116,Permanent placement and retained search
115116,"Recruiting, staff augmentation, contract labor"
115116,"Managed services, rpo, msp, vms"
115116,"It solutions, management and support"
115116,Offshore business process outsourcing
115116,Staffing
115116,It staffing
115116,Contract labor
115116,Staff augmentation
115116,It consulting
115116,Business process outsourcing bpo
115116,Offshore staffing
115116,It/bpo/bpm
96610751,Staffing
96610751,Recruitment
96610751,Sales
96610751,Marketing
96610751,Integration
96610751,Development
96610751,Contract staffing
96610751,Permanent staffing
96610751,Talent acquisition
96610751,Customized workforce solutions
96610751,Proactive recruitment
96610751,Technology-driven approach
163259,Building materials
163259,Building products
163259,Building solutions
163259,Construction
352051,Plastic products production
352051,Injection molded manufacturing
352051,B2b
352051,Plastic manufacturers
352051,Global company
352051,Serving worldwide
352051,Product design
352051,Rea
352051,Research and development
352051,Ecommerce
352051,Storage solutions
352051,Home and kitchen goods
352051,Children's outdoor toys
352051,Garden storage
352051,Good plastic
4898,Engineering
4898,Construction
4898,Design
4898,Program management
4898,Infrastructure
4898,Environment
4898,Defense
4898,Security
4898,Sustainability
4898,Intelligence and cyber security
4898,Building
4898,Technology
4898,Digital soultions
90432851,Construction management
90432851,Tenant finish-out
90432851,Ground-up construction
90432851,Design/build
90432851,Remodeling
90432851,Construction services
2737970,"Credit, loan, collections"
2737970,Financial services
2737970,Customer service
38096675,Private aviation
38096675,Jet charter
38096675,Aircraft ownership
38096675,Travel
38096675,Private travel
27725,Cryogenic storage systems
27725,Engineering / manufacturing
27725,Liquefied natural gas storage
27725,Heat exchangers
27725,Industrial gas storage
27725,Hydrogen energy
27725,Water & wastewater treatment
27725,Laser cutting
27725,Aerospace systems
27725,Beverage carbonation
27725,Nitro beverage dosing
